implementation,metric,line_count,workers,worker,iteration,latency_ns
gpioctl_zsh,event-roundtrip,1,1,0,2130,10020
gpioctl_zsh,event-delivery,1,1,0,2130,5080
gpioctl_zsh,event-roundtrip,1,1,0,2131,9940
gpioctl_zsh,event-delivery,1,1,0,2131,5060
gpioctl_zsh,event-roundtrip,1,1,0,2132,12040
gpioctl_zsh,event-delivery,1,1,0,2132,5820
gpioctl_zsh,event-roundtrip,1,1,0,2133,9980
gpioctl_zsh,event-delivery,1,1,0,2133,5080
gpioctl_zsh,event-roundtrip,1,1,0,2134,9980
gpioctl_zsh,event-delivery,1,1,0,2134,5100
gpioctl_zsh,event-roundtrip,1,1,0,2135,10100
gpioctl_zsh,event-delivery,1,1,0,2135,5100
gpioctl_zsh,event-roundtrip,1,1,0,2136,10020
gpioctl_zsh,event-delivery,1,1,0,2136,5080
gpioctl_zsh,event-roundtrip,1,1,0,2137,10040
gpioctl_zsh,event-delivery,1,1,0,2137,5080
gpioctl_zsh,event-roundtrip,1,1,0,2138,10000
gpioctl_zsh,event-delivery,1,1,0,2138,5100
gpioctl_zsh,event-roundtrip,1,1,0,2139,10020
gpioctl_zsh,event-delivery,1,1,0,2139,5120
gpioctl_zsh,event-roundtrip,1,1,0,2140,9920
gpioctl_zsh,event-delivery,1,1,0,2140,5040
gpioctl_zsh,event-roundtrip,1,1,0,2141,9880
gpioctl_zsh,event-delivery,1,1,0,2141,5040
gpioctl_zsh,event-roundtrip,1,1,0,2142,10060
gpioctl_zsh,event-delivery,1,1,0,2142,5140
gpioctl_zsh,event-roundtrip,1,1,0,2143,10080
gpioctl_zsh,event-delivery,1,1,0,2143,5140
gpioctl_zsh,event-roundtrip,1,1,0,2144,9960
gpioctl_zsh,event-delivery,1,1,0,2144,5120
gpioctl_zsh,event-roundtrip,1,1,0,2145,10020
gpioctl_zsh,event-delivery,1,1,0,2145,5080
gpioctl_zsh,event-roundtrip,1,1,0,2146,9880
gpioctl_zsh,event-delivery,1,1,0,2146,5060
gpioctl_zsh,event-roundtrip,1,1,0,2147,10000
gpioctl_zsh,event-delivery,1,1,0,2147,5100
gpioctl_zsh,event-roundtrip,1,1,0,2148,10020
gpioctl_zsh,event-delivery,1,1,0,2148,5140
gpioctl_zsh,event-roundtrip,1,1,0,2149,10000
gpioctl_zsh,event-delivery,1,1,0,2149,5060
gpioctl_zsh,event-roundtrip,1,1,0,2150,10020
gpioctl_zsh,event-delivery,1,1,0,2150,5120
gpioctl_zsh,event-roundtrip,1,1,0,2151,10000
gpioctl_zsh,event-delivery,1,1,0,2151,5100
gpioctl_zsh,event-roundtrip,1,1,0,2152,10040
gpioctl_zsh,event-delivery,1,1,0,2152,5140
gpioctl_zsh,event-roundtrip,1,1,0,2153,10000
gpioctl_zsh,event-delivery,1,1,0,2153,5060
gpioctl_zsh,event-roundtrip,1,1,0,2154,10000
gpioctl_zsh,event-delivery,1,1,0,2154,5080
gpioctl_zsh,event-roundtrip,1,1,0,2155,9980
gpioctl_zsh,event-delivery,1,1,0,2155,5120
gpioctl_zsh,event-roundtrip,1,1,0,2156,10080
gpioctl_zsh,event-delivery,1,1,0,2156,5140
gpioctl_zsh,event-roundtrip,1,1,0,2157,9900
gpioctl_zsh,event-delivery,1,1,0,2157,5060
gpioctl_zsh,event-roundtrip,1,1,0,2158,9960
gpioctl_zsh,event-delivery,1,1,0,2158,5080
gpioctl_zsh,event-roundtrip,1,1,0,2159,9920
gpioctl_zsh,event-delivery,1,1,0,2159,5080
gpioctl_zsh,event-roundtrip,1,1,0,2160,9980
gpioctl_zsh,event-delivery,1,1,0,2160,5100
gpioctl_zsh,event-roundtrip,1,1,0,2161,9980
gpioctl_zsh,event-delivery,1,1,0,2161,5100
gpioctl_zsh,event-roundtrip,1,1,0,2162,9940
gpioctl_zsh,event-delivery,1,1,0,2162,5080
gpioctl_zsh,event-roundtrip,1,1,0,2163,9980
gpioctl_zsh,event-delivery,1,1,0,2163,5080
gpioctl_zsh,event-roundtrip,1,1,0,2164,10000
gpioctl_zsh,event-delivery,1,1,0,2164,5140
gpioctl_zsh,event-roundtrip,1,1,0,2165,9980
gpioctl_zsh,event-delivery,1,1,0,2165,5080
gpioctl_zsh,event-roundtrip,1,1,0,2166,9860
gpioctl_zsh,event-delivery,1,1,0,2166,5000
gpioctl_zsh,event-roundtrip,1,1,0,2167,9980
gpioctl_zsh,event-delivery,1,1,0,2167,5100
gpioctl_zsh,event-roundtrip,1,1,0,2168,10040
gpioctl_zsh,event-delivery,1,1,0,2168,5160
gpioctl_zsh,event-roundtrip,1,1,0,2169,10060
gpioctl_zsh,event-delivery,1,1,0,2169,5160
gpioctl_zsh,event-roundtrip,1,1,0,2170,9960
gpioctl_zsh,event-delivery,1,1,0,2170,5120
gpioctl_zsh,event-roundtrip,1,1,0,2171,9980
gpioctl_zsh,event-delivery,1,1,0,2171,5080
gpioctl_zsh,event-roundtrip,1,1,0,2172,9940
gpioctl_zsh,event-delivery,1,1,0,2172,5060
gpioctl_zsh,event-roundtrip,1,1,0,2173,9900
gpioctl_zsh,event-delivery,1,1,0,2173,5060
gpioctl_zsh,event-roundtrip,1,1,0,2174,9940
gpioctl_zsh,event-delivery,1,1,0,2174,5100
gpioctl_zsh,event-roundtrip,1,1,0,2175,10000
gpioctl_zsh,event-delivery,1,1,0,2175,5120
gpioctl_zsh,event-roundtrip,1,1,0,2176,10060
gpioctl_zsh,event-delivery,1,1,0,2176,5080
gpioctl_zsh,event-roundtrip,1,1,0,2177,10020
gpioctl_zsh,event-delivery,1,1,0,2177,5100
gpioctl_zsh,event-roundtrip,1,1,0,2178,10000
gpioctl_zsh,event-delivery,1,1,0,2178,5100
gpioctl_zsh,event-roundtrip,1,1,0,2179,12160
gpioctl_zsh,event-delivery,1,1,0,2179,5960
gpioctl_zsh,event-roundtrip,1,1,0,2180,10200
gpioctl_zsh,event-delivery,1,1,0,2180,5160
gpioctl_zsh,event-roundtrip,1,1,0,2181,10080
gpioctl_zsh,event-delivery,1,1,0,2181,5160
gpioctl_zsh,event-roundtrip,1,1,0,2182,10040
gpioctl_zsh,event-delivery,1,1,0,2182,5120
gpioctl_zsh,event-roundtrip,1,1,0,2183,9960
gpioctl_zsh,event-delivery,1,1,0,2183,5100
gpioctl_zsh,event-roundtrip,1,1,0,2184,10040
gpioctl_zsh,event-delivery,1,1,0,2184,5100
gpioctl_zsh,event-roundtrip,1,1,0,2185,10020
gpioctl_zsh,event-delivery,1,1,0,2185,5100
gpioctl_zsh,event-roundtrip,1,1,0,2186,10080
gpioctl_zsh,event-delivery,1,1,0,2186,5160
gpioctl_zsh,event-roundtrip,1,1,0,2187,9980
gpioctl_zsh,event-delivery,1,1,0,2187,5080
gpioctl_zsh,event-roundtrip,1,1,0,2188,9920
gpioctl_zsh,event-delivery,1,1,0,2188,5060
gpioctl_zsh,event-roundtrip,1,1,0,2189,10140
gpioctl_zsh,event-delivery,1,1,0,2189,5120
gpioctl_zsh,event-roundtrip,1,1,0,2190,10080
gpioctl_zsh,event-delivery,1,1,0,2190,5120
gpioctl_zsh,event-roundtrip,1,1,0,2191,10000
gpioctl_zsh,event-delivery,1,1,0,2191,5060
gpioctl_zsh,event-roundtrip,1,1,0,2192,10060
gpioctl_zsh,event-delivery,1,1,0,2192,5160
gpioctl_zsh,event-roundtrip,1,1,0,2193,10060
gpioctl_zsh,event-delivery,1,1,0,2193,5100
gpioctl_zsh,event-roundtrip,1,1,0,2194,9960
gpioctl_zsh,event-delivery,1,1,0,2194,5120
gpioctl_zsh,event-roundtrip,1,1,0,2195,9960
gpioctl_zsh,event-delivery,1,1,0,2195,5100
gpioctl_zsh,event-roundtrip,1,1,0,2196,10580
gpioctl_zsh,event-delivery,1,1,0,2196,5240
gpioctl_zsh,event-roundtrip,1,1,0,2197,10100
gpioctl_zsh,event-delivery,1,1,0,2197,5160
gpioctl_zsh,event-roundtrip,1,1,0,2198,9980
gpioctl_zsh,event-delivery,1,1,0,2198,5060
gpioctl_zsh,event-roundtrip,1,1,0,2199,17380
gpioctl_zsh,event-delivery,1,1,0,2199,6100
gpioctl_zsh,event-roundtrip,1,1,0,2200,10960
gpioctl_zsh,event-delivery,1,1,0,2200,5240
gpioctl_zsh,event-roundtrip,1,1,0,2201,10100
gpioctl_zsh,event-delivery,1,1,0,2201,5120
gpioctl_zsh,event-roundtrip,1,1,0,2202,10220
gpioctl_zsh,event-delivery,1,1,0,2202,5180
gpioctl_zsh,event-roundtrip,1,1,0,2203,10020
gpioctl_zsh,event-delivery,1,1,0,2203,5080
gpioctl_zsh,event-roundtrip,1,1,0,2204,9980
gpioctl_zsh,event-delivery,1,1,0,2204,5060
gpioctl_zsh,event-roundtrip,1,1,0,2205,10040
gpioctl_zsh,event-delivery,1,1,0,2205,5080
gpioctl_zsh,event-roundtrip,1,1,0,2206,10100
gpioctl_zsh,event-delivery,1,1,0,2206,5120
gpioctl_zsh,event-roundtrip,1,1,0,2207,10060
gpioctl_zsh,event-delivery,1,1,0,2207,5100
gpioctl_zsh,event-roundtrip,1,1,0,2208,10120
gpioctl_zsh,event-delivery,1,1,0,2208,5160
gpioctl_zsh,event-roundtrip,1,1,0,2209,10120
gpioctl_zsh,event-delivery,1,1,0,2209,5100
gpioctl_zsh,event-roundtrip,1,1,0,2210,10060
gpioctl_zsh,event-delivery,1,1,0,2210,5140
gpioctl_zsh,event-roundtrip,1,1,0,2211,10040
gpioctl_zsh,event-delivery,1,1,0,2211,5100
gpioctl_zsh,event-roundtrip,1,1,0,2212,10060
gpioctl_zsh,event-delivery,1,1,0,2212,5120
gpioctl_zsh,event-roundtrip,1,1,0,2213,9920
gpioctl_zsh,event-delivery,1,1,0,2213,5060
gpioctl_zsh,event-roundtrip,1,1,0,2214,10080
gpioctl_zsh,event-delivery,1,1,0,2214,5100
gpioctl_zsh,event-roundtrip,1,1,0,2215,10020
gpioctl_zsh,event-delivery,1,1,0,2215,5120
gpioctl_zsh,event-roundtrip,1,1,0,2216,9960
gpioctl_zsh,event-delivery,1,1,0,2216,5100
gpioctl_zsh,event-roundtrip,1,1,0,2217,10080
gpioctl_zsh,event-delivery,1,1,0,2217,5120
gpioctl_zsh,event-roundtrip,1,1,0,2218,10020
gpioctl_zsh,event-delivery,1,1,0,2218,5100
gpioctl_zsh,event-roundtrip,1,1,0,2219,10020
gpioctl_zsh,event-delivery,1,1,0,2219,5140
gpioctl_zsh,event-roundtrip,1,1,0,2220,10120
gpioctl_zsh,event-delivery,1,1,0,2220,5180
gpioctl_zsh,event-roundtrip,1,1,0,2221,10060
gpioctl_zsh,event-delivery,1,1,0,2221,5140
gpioctl_zsh,event-roundtrip,1,1,0,2222,9920
gpioctl_zsh,event-delivery,1,1,0,2222,5040
gpioctl_zsh,event-roundtrip,1,1,0,2223,10060
gpioctl_zsh,event-delivery,1,1,0,2223,5160
gpioctl_zsh,event-roundtrip,1,1,0,2224,10080
gpioctl_zsh,event-delivery,1,1,0,2224,5140
gpioctl_zsh,event-roundtrip,1,1,0,2225,12920
gpioctl_zsh,event-delivery,1,1,0,2225,6340
gpioctl_zsh,event-roundtrip,1,1,0,2226,10300
gpioctl_zsh,event-delivery,1,1,0,2226,5260
gpioctl_zsh,event-roundtrip,1,1,0,2227,10220
gpioctl_zsh,event-delivery,1,1,0,2227,5120
gpioctl_zsh,event-roundtrip,1,1,0,2228,10000
gpioctl_zsh,event-delivery,1,1,0,2228,5040
gpioctl_zsh,event-roundtrip,1,1,0,2229,9940
gpioctl_zsh,event-delivery,1,1,0,2229,5039
gpioctl_zsh,event-roundtrip,1,1,0,2230,9920
gpioctl_zsh,event-delivery,1,1,0,2230,5060
gpioctl_zsh,event-roundtrip,1,1,0,2231,9940
gpioctl_zsh,event-delivery,1,1,0,2231,5060
gpioctl_zsh,event-roundtrip,1,1,0,2232,10000
gpioctl_zsh,event-delivery,1,1,0,2232,5140
gpioctl_zsh,event-roundtrip,1,1,0,2233,10000
gpioctl_zsh,event-delivery,1,1,0,2233,5100
gpioctl_zsh,event-roundtrip,1,1,0,2234,9940
gpioctl_zsh,event-delivery,1,1,0,2234,5080
gpioctl_zsh,event-roundtrip,1,1,0,2235,9940
gpioctl_zsh,event-delivery,1,1,0,2235,5060
gpioctl_zsh,event-roundtrip,1,1,0,2236,10000
gpioctl_zsh,event-delivery,1,1,0,2236,5080
gpioctl_zsh,event-roundtrip,1,1,0,2237,9980
gpioctl_zsh,event-delivery,1,1,0,2237,5140
gpioctl_zsh,event-roundtrip,1,1,0,2238,9940
gpioctl_zsh,event-delivery,1,1,0,2238,5080
gpioctl_zsh,event-roundtrip,1,1,0,2239,9940
gpioctl_zsh,event-delivery,1,1,0,2239,5040
gpioctl_zsh,event-roundtrip,1,1,0,2240,9940
gpioctl_zsh,event-delivery,1,1,0,2240,5040
gpioctl_zsh,event-roundtrip,1,1,0,2241,10000
gpioctl_zsh,event-delivery,1,1,0,2241,5140
gpioctl_zsh,event-roundtrip,1,1,0,2242,9860
gpioctl_zsh,event-delivery,1,1,0,2242,5000
gpioctl_zsh,event-roundtrip,1,1,0,2243,9980
gpioctl_zsh,event-delivery,1,1,0,2243,5059
gpioctl_zsh,event-roundtrip,1,1,0,2244,10000
gpioctl_zsh,event-delivery,1,1,0,2244,5060
gpioctl_zsh,event-roundtrip,1,1,0,2245,9920
gpioctl_zsh,event-delivery,1,1,0,2245,5040
gpioctl_zsh,event-roundtrip,1,1,0,2246,9940
gpioctl_zsh,event-delivery,1,1,0,2246,5040
gpioctl_zsh,event-roundtrip,1,1,0,2247,9900
gpioctl_zsh,event-delivery,1,1,0,2247,5080
gpioctl_zsh,event-roundtrip,1,1,0,2248,10020
gpioctl_zsh,event-delivery,1,1,0,2248,5160
gpioctl_zsh,event-roundtrip,1,1,0,2249,9920
gpioctl_zsh,event-delivery,1,1,0,2249,5080
gpioctl_zsh,event-roundtrip,1,1,0,2250,10040
gpioctl_zsh,event-delivery,1,1,0,2250,5180
gpioctl_zsh,event-roundtrip,1,1,0,2251,9880
gpioctl_zsh,event-delivery,1,1,0,2251,5000
gpioctl_zsh,event-roundtrip,1,1,0,2252,10000
gpioctl_zsh,event-delivery,1,1,0,2252,5100
gpioctl_zsh,event-roundtrip,1,1,0,2253,10000
gpioctl_zsh,event-delivery,1,1,0,2253,5120
gpioctl_zsh,event-roundtrip,1,1,0,2254,10020
gpioctl_zsh,event-delivery,1,1,0,2254,5080
gpioctl_zsh,event-roundtrip,1,1,0,2255,10100
gpioctl_zsh,event-delivery,1,1,0,2255,5140
gpioctl_zsh,event-roundtrip,1,1,0,2256,10060
gpioctl_zsh,event-delivery,1,1,0,2256,5120
gpioctl_zsh,event-roundtrip,1,1,0,2257,9880
gpioctl_zsh,event-delivery,1,1,0,2257,4999
gpioctl_zsh,event-roundtrip,1,1,0,2258,9980
gpioctl_zsh,event-delivery,1,1,0,2258,5120
gpioctl_zsh,event-roundtrip,1,1,0,2259,9940
gpioctl_zsh,event-delivery,1,1,0,2259,5060
gpioctl_zsh,event-roundtrip,1,1,0,2260,10100
gpioctl_zsh,event-delivery,1,1,0,2260,5160
gpioctl_zsh,event-roundtrip,1,1,0,2261,9980
gpioctl_zsh,event-delivery,1,1,0,2261,5040
gpioctl_zsh,event-roundtrip,1,1,0,2262,10040
gpioctl_zsh,event-delivery,1,1,0,2262,5120
gpioctl_zsh,event-roundtrip,1,1,0,2263,10040
gpioctl_zsh,event-delivery,1,1,0,2263,5100
gpioctl_zsh,event-roundtrip,1,1,0,2264,9900
gpioctl_zsh,event-delivery,1,1,0,2264,5060
gpioctl_zsh,event-roundtrip,1,1,0,2265,10040
gpioctl_zsh,event-delivery,1,1,0,2265,5100
gpioctl_zsh,event-roundtrip,1,1,0,2266,10000
gpioctl_zsh,event-delivery,1,1,0,2266,5080
gpioctl_zsh,event-roundtrip,1,1,0,2267,9980
gpioctl_zsh,event-delivery,1,1,0,2267,5120
gpioctl_zsh,event-roundtrip,1,1,0,2268,10060
gpioctl_zsh,event-delivery,1,1,0,2268,5160
gpioctl_zsh,event-roundtrip,1,1,0,2269,10060
gpioctl_zsh,event-delivery,1,1,0,2269,5120
gpioctl_zsh,event-roundtrip,1,1,0,2270,9980
gpioctl_zsh,event-delivery,1,1,0,2270,5020
gpioctl_zsh,event-roundtrip,1,1,0,2271,10000
gpioctl_zsh,event-delivery,1,1,0,2271,5079
gpioctl_zsh,event-roundtrip,1,1,0,2272,11920
gpioctl_zsh,event-delivery,1,1,0,2272,5820
gpioctl_zsh,event-roundtrip,1,1,0,2273,10140
gpioctl_zsh,event-delivery,1,1,0,2273,5160
gpioctl_zsh,event-roundtrip,1,1,0,2274,10080
gpioctl_zsh,event-delivery,1,1,0,2274,5160
gpioctl_zsh,event-roundtrip,1,1,0,2275,10060
gpioctl_zsh,event-delivery,1,1,0,2275,5160
gpioctl_zsh,event-roundtrip,1,1,0,2276,10000
gpioctl_zsh,event-delivery,1,1,0,2276,5080
gpioctl_zsh,event-roundtrip,1,1,0,2277,10020
gpioctl_zsh,event-delivery,1,1,0,2277,5100
gpioctl_zsh,event-roundtrip,1,1,0,2278,9920
gpioctl_zsh,event-delivery,1,1,0,2278,5080
gpioctl_zsh,event-roundtrip,1,1,0,2279,9940
gpioctl_zsh,event-delivery,1,1,0,2279,5080
gpioctl_zsh,event-roundtrip,1,1,0,2280,10040
gpioctl_zsh,event-delivery,1,1,0,2280,5160
gpioctl_zsh,event-roundtrip,1,1,0,2281,9980
gpioctl_zsh,event-delivery,1,1,0,2281,5120
gpioctl_zsh,event-roundtrip,1,1,0,2282,9980
gpioctl_zsh,event-delivery,1,1,0,2282,5120
gpioctl_zsh,event-roundtrip,1,1,0,2283,9960
gpioctl_zsh,event-delivery,1,1,0,2283,5120
gpioctl_zsh,event-roundtrip,1,1,0,2284,9880
gpioctl_zsh,event-delivery,1,1,0,2284,5039
gpioctl_zsh,event-roundtrip,1,1,0,2285,10800
gpioctl_zsh,event-delivery,1,1,0,2285,5880
gpioctl_zsh,event-roundtrip,1,1,0,2286,10140
gpioctl_zsh,event-delivery,1,1,0,2286,5180
gpioctl_zsh,event-roundtrip,1,1,0,2287,10080
gpioctl_zsh,event-delivery,1,1,0,2287,5160
gpioctl_zsh,event-roundtrip,1,1,0,2288,10060
gpioctl_zsh,event-delivery,1,1,0,2288,5160
gpioctl_zsh,event-roundtrip,1,1,0,2289,10020
gpioctl_zsh,event-delivery,1,1,0,2289,5100
gpioctl_zsh,event-roundtrip,1,1,0,2290,9920
gpioctl_zsh,event-delivery,1,1,0,2290,5080
gpioctl_zsh,event-roundtrip,1,1,0,2291,10020
gpioctl_zsh,event-delivery,1,1,0,2291,5120
gpioctl_zsh,event-roundtrip,1,1,0,2292,9980
gpioctl_zsh,event-delivery,1,1,0,2292,5140
gpioctl_zsh,event-roundtrip,1,1,0,2293,10020
gpioctl_zsh,event-delivery,1,1,0,2293,5080
gpioctl_zsh,event-roundtrip,1,1,0,2294,9980
gpioctl_zsh,event-delivery,1,1,0,2294,5120
gpioctl_zsh,event-roundtrip,1,1,0,2295,10040
gpioctl_zsh,event-delivery,1,1,0,2295,5160
gpioctl_zsh,event-roundtrip,1,1,0,2296,10000
gpioctl_zsh,event-delivery,1,1,0,2296,5100
gpioctl_zsh,event-roundtrip,1,1,0,2297,9960
gpioctl_zsh,event-delivery,1,1,0,2297,5080
gpioctl_zsh,event-roundtrip,1,1,0,2298,9880
gpioctl_zsh,event-delivery,1,1,0,2298,4999
gpioctl_zsh,event-roundtrip,1,1,0,2299,9980
gpioctl_zsh,event-delivery,1,1,0,2299,5100
gpioctl_zsh,event-roundtrip,1,1,0,2300,9940
gpioctl_zsh,event-delivery,1,1,0,2300,5080
gpioctl_zsh,event-roundtrip,1,1,0,2301,10120
gpioctl_zsh,event-delivery,1,1,0,2301,5140
gpioctl_zsh,event-roundtrip,1,1,0,2302,9980
gpioctl_zsh,event-delivery,1,1,0,2302,5080
gpioctl_zsh,event-roundtrip,1,1,0,2303,10020
gpioctl_zsh,event-delivery,1,1,0,2303,5060
gpioctl_zsh,event-roundtrip,1,1,0,2304,9980
gpioctl_zsh,event-delivery,1,1,0,2304,5120
gpioctl_zsh,event-roundtrip,1,1,0,2305,9980
gpioctl_zsh,event-delivery,1,1,0,2305,5060
gpioctl_zsh,event-roundtrip,1,1,0,2306,9980
gpioctl_zsh,event-delivery,1,1,0,2306,5080
gpioctl_zsh,event-roundtrip,1,1,0,2307,9900
gpioctl_zsh,event-delivery,1,1,0,2307,5040
gpioctl_zsh,event-roundtrip,1,1,0,2308,9940
gpioctl_zsh,event-delivery,1,1,0,2308,5080
gpioctl_zsh,event-roundtrip,1,1,0,2309,10000
gpioctl_zsh,event-delivery,1,1,0,2309,5140
gpioctl_zsh,event-roundtrip,1,1,0,2310,9980
gpioctl_zsh,event-delivery,1,1,0,2310,5100
gpioctl_zsh,event-roundtrip,1,1,0,2311,9980
gpioctl_zsh,event-delivery,1,1,0,2311,5120
gpioctl_zsh,event-roundtrip,1,1,0,2312,9880
gpioctl_zsh,event-delivery,1,1,0,2312,5059
gpioctl_zsh,event-roundtrip,1,1,0,2313,9940
gpioctl_zsh,event-delivery,1,1,0,2313,5060
gpioctl_zsh,event-roundtrip,1,1,0,2314,9900
gpioctl_zsh,event-delivery,1,1,0,2314,5080
gpioctl_zsh,event-roundtrip,1,1,0,2315,9940
gpioctl_zsh,event-delivery,1,1,0,2315,5020
gpioctl_zsh,event-roundtrip,1,1,0,2316,9960
gpioctl_zsh,event-delivery,1,1,0,2316,5080
gpioctl_zsh,event-roundtrip,1,1,0,2317,9900
gpioctl_zsh,event-delivery,1,1,0,2317,5060
gpioctl_zsh,event-roundtrip,1,1,0,2318,10020
gpioctl_zsh,event-delivery,1,1,0,2318,5100
gpioctl_zsh,event-roundtrip,1,1,0,2319,12020
gpioctl_zsh,event-delivery,1,1,0,2319,5820
gpioctl_zsh,event-roundtrip,1,1,0,2320,10140
gpioctl_zsh,event-delivery,1,1,0,2320,5180
gpioctl_zsh,event-roundtrip,1,1,0,2321,9960
gpioctl_zsh,event-delivery,1,1,0,2321,5100
gpioctl_zsh,event-roundtrip,1,1,0,2322,10140
gpioctl_zsh,event-delivery,1,1,0,2322,5160
gpioctl_zsh,event-roundtrip,1,1,0,2323,10060
gpioctl_zsh,event-delivery,1,1,0,2323,5100
gpioctl_zsh,event-roundtrip,1,1,0,2324,10080
gpioctl_zsh,event-delivery,1,1,0,2324,5140
gpioctl_zsh,event-roundtrip,1,1,0,2325,10060
gpioctl_zsh,event-delivery,1,1,0,2325,5120
gpioctl_zsh,event-roundtrip,1,1,0,2326,10020
gpioctl_zsh,event-delivery,1,1,0,2326,5120
gpioctl_zsh,event-roundtrip,1,1,0,2327,10060
gpioctl_zsh,event-delivery,1,1,0,2327,5120
gpioctl_zsh,event-roundtrip,1,1,0,2328,9960
gpioctl_zsh,event-delivery,1,1,0,2328,5080
gpioctl_zsh,event-roundtrip,1,1,0,2329,9940
gpioctl_zsh,event-delivery,1,1,0,2329,5060
gpioctl_zsh,event-roundtrip,1,1,0,2330,9960
gpioctl_zsh,event-delivery,1,1,0,2330,5080
gpioctl_zsh,event-roundtrip,1,1,0,2331,10060
gpioctl_zsh,event-delivery,1,1,0,2331,5100
gpioctl_zsh,event-roundtrip,1,1,0,2332,10040
gpioctl_zsh,event-delivery,1,1,0,2332,5140
gpioctl_zsh,event-roundtrip,1,1,0,2333,10060
gpioctl_zsh,event-delivery,1,1,0,2333,5100
gpioctl_zsh,event-roundtrip,1,1,0,2334,9980
gpioctl_zsh,event-delivery,1,1,0,2334,5060
gpioctl_zsh,event-roundtrip,1,1,0,2335,10180
gpioctl_zsh,event-delivery,1,1,0,2335,5180
gpioctl_zsh,event-roundtrip,1,1,0,2336,9940
gpioctl_zsh,event-delivery,1,1,0,2336,5080
gpioctl_zsh,event-roundtrip,1,1,0,2337,10040
gpioctl_zsh,event-delivery,1,1,0,2337,5120
gpioctl_zsh,event-roundtrip,1,1,0,2338,10120
gpioctl_zsh,event-delivery,1,1,0,2338,5160
gpioctl_zsh,event-roundtrip,1,1,0,2339,9960
gpioctl_zsh,event-delivery,1,1,0,2339,5080
gpioctl_zsh,event-roundtrip,1,1,0,2340,10000
gpioctl_zsh,event-delivery,1,1,0,2340,5060
gpioctl_zsh,event-roundtrip,1,1,0,2341,9880
gpioctl_zsh,event-delivery,1,1,0,2341,5060
gpioctl_zsh,event-roundtrip,1,1,0,2342,9900
gpioctl_zsh,event-delivery,1,1,0,2342,5040
gpioctl_zsh,event-roundtrip,1,1,0,2343,9980
gpioctl_zsh,event-delivery,1,1,0,2343,5080
gpioctl_zsh,event-roundtrip,1,1,0,2344,10040
gpioctl_zsh,event-delivery,1,1,0,2344,5100
gpioctl_zsh,event-roundtrip,1,1,0,2345,10000
gpioctl_zsh,event-delivery,1,1,0,2345,5120
gpioctl_zsh,event-roundtrip,1,1,0,2346,9920
gpioctl_zsh,event-delivery,1,1,0,2346,5080
gpioctl_zsh,event-roundtrip,1,1,0,2347,9980
gpioctl_zsh,event-delivery,1,1,0,2347,5120
gpioctl_zsh,event-roundtrip,1,1,0,2348,10140
gpioctl_zsh,event-delivery,1,1,0,2348,5160
gpioctl_zsh,event-roundtrip,1,1,0,2349,10040
gpioctl_zsh,event-delivery,1,1,0,2349,5080
gpioctl_zsh,event-roundtrip,1,1,0,2350,10020
gpioctl_zsh,event-delivery,1,1,0,2350,5160
gpioctl_zsh,event-roundtrip,1,1,0,2351,10120
gpioctl_zsh,event-delivery,1,1,0,2351,5140
gpioctl_zsh,event-roundtrip,1,1,0,2352,9940
gpioctl_zsh,event-delivery,1,1,0,2352,5100
gpioctl_zsh,event-roundtrip,1,1,0,2353,10040
gpioctl_zsh,event-delivery,1,1,0,2353,5120
gpioctl_zsh,event-roundtrip,1,1,0,2354,9980
gpioctl_zsh,event-delivery,1,1,0,2354,5080
gpioctl_zsh,event-roundtrip,1,1,0,2355,9920
gpioctl_zsh,event-delivery,1,1,0,2355,5060
gpioctl_zsh,event-roundtrip,1,1,0,2356,9960
gpioctl_zsh,event-delivery,1,1,0,2356,5100
gpioctl_zsh,event-roundtrip,1,1,0,2357,9980
gpioctl_zsh,event-delivery,1,1,0,2357,5120
gpioctl_zsh,event-roundtrip,1,1,0,2358,9980
gpioctl_zsh,event-delivery,1,1,0,2358,5120
gpioctl_zsh,event-roundtrip,1,1,0,2359,10000
gpioctl_zsh,event-delivery,1,1,0,2359,5080
gpioctl_zsh,event-roundtrip,1,1,0,2360,9900
gpioctl_zsh,event-delivery,1,1,0,2360,5060
gpioctl_zsh,event-roundtrip,1,1,0,2361,10020
gpioctl_zsh,event-delivery,1,1,0,2361,5060
gpioctl_zsh,event-roundtrip,1,1,0,2362,10040
gpioctl_zsh,event-delivery,1,1,0,2362,5160
gpioctl_zsh,event-roundtrip,1,1,0,2363,9880
gpioctl_zsh,event-delivery,1,1,0,2363,5040
gpioctl_zsh,event-roundtrip,1,1,0,2364,9900
gpioctl_zsh,event-delivery,1,1,0,2364,5040
gpioctl_zsh,event-roundtrip,1,1,0,2365,9880
gpioctl_zsh,event-delivery,1,1,0,2365,5000
gpioctl_zsh,event-roundtrip,1,1,0,2366,12100
gpioctl_zsh,event-delivery,1,1,0,2366,5840
gpioctl_zsh,event-roundtrip,1,1,0,2367,10180
gpioctl_zsh,event-delivery,1,1,0,2367,5160
gpioctl_zsh,event-roundtrip,1,1,0,2368,10000
gpioctl_zsh,event-delivery,1,1,0,2368,5140
gpioctl_zsh,event-roundtrip,1,1,0,2369,10000
gpioctl_zsh,event-delivery,1,1,0,2369,5100
gpioctl_zsh,event-roundtrip,1,1,0,2370,9940
